Lat,Lon
0.8819221519602253,-110.66374182498346
0.88190219169344,-110.66374207410446
0.881882231356431,-110.66374232490219
0.8818622708994277,-110.66374257570705
0.8818423102726436,-110.6637428248497
0.8818223495756616,-110.66374307566906
0.881802388758671,-110.66374332649309
0.8817824277719145,-110.66374357565995
0.88176246671497,-110.66374382650092
0.881742505587824,-110.66374407901495
0.8817225442411258,-110.66374432820076
0.8817025828242326,-110.66374457906352
0.8816826212873745,-110.66374482993065
0.8816626595807531,-110.66374507913963
0.8816426978039558,-110.66374533002399
0.8816227359071809,-110.66374558091296
0.881602773840662,-110.66374583014473
0.8815828117039758,-110.66374608105075
0.8815628494473311,-110.6637463319615
0.8815428870209391,-110.66374658121481
0.8815229245243894,-110.66374683214255
0.8815029619078908,-110.66374708307488
0.8814829991216487,-110.66374733234869
0.8814630362652535,-110.66374758329786
0.8814430732889269,-110.66374783425198
0.8814231101428589,-110.66374808354732
0.8814031469764556,-110.66374833618396
0.8813831836403146,-110.66374858716104
0.8813632201842516,-110.66374883814629
0.8813432565584578,-110.66374908747196
0.8813232928625429,-110.66374933846916
0.881303329046696,-110.6637495894763
0.8812833650611444,-110.66374983882343
0.881263401005464,-110.66375008984232
0.8812434368298738,-110.66375034087105
0.8812234724845774,-110.66375059023737
0.8812035080691698,-110.66375084127921
0.8811835435338511,-110.66375109232946
0.8811635788288386,-110.66375134171751
0.8811436140537147,-110.66375159278225
0.8811236491587051,-110.66375184385427
0.8811036840939953,-110.66375209326397
0.8810837189591988,-110.66375234434905
0.8810637537542994,-110.66375259710951
0.8810437883299317,-110.66375284654342
0.8810238228354667,-110.66375309764908
0.8810038572211206,-110.66375334876415
0.8809838914371028,-110.66375359821699
0.8809639255830123,-110.6637538493455
0.8809439596090407,-110.66375410048249
0.8809239934653911,-110.66375434995834
0.8809040272516917,-110.66375460110827
0.8808840609181124,-110.66375485226689
0.8808640944148821,-110.66375510176314
0.8808441278415777,-110.66375535293466
0.8808241611484405,-110.66375560411369
0.8808041942856268,-110.663755853634
0.8807842273527717,-110.6637561048274
0.8807642603000657,-110.66375635602913
0.8807442930777127,-110.66375660556879
0.8807243258351318,-110.66375685844936
0.8807043584228982,-110.66375710967546
0.8806843908410312,-110.66375735923648
0.880664423189119,-110.66375761047314
0.8806444554173857,-110.66375786171827
0.8806244874760163,-110.66375811130098
0.8806045194646104,-110.66375836255787
0.880584551333401,-110.6637586138247
0.8805645830325507,-110.66375886343158
0.880544614661707,-110.6637591147102
0.8805246461710284,-110.6637593659986
0.8805046775107366,-110.66375961562603
0.8804847087804374,-110.66375986692874
0.8804647399303307,-110.66376011823867
0.8804447709106153,-110.66376036788651
0.8804248018208993,-110.66376061920833
0.8804048326113944,-110.66376087053985
0.8803848632820871,-110.66376112187746
0.8803648938329898,-110.66376137322086
0.8803449242640914,-110.66376162457425
0.8803249545256094,-110.66376187426773
0.8803049847171314,-110.66376212563293
0.88028501478889,-110.66376237700769
0.8802650446910362,-110.66376262672152
0.8802450745232316,-110.66376287810968
0.8802251042356491,-110.66376312950617
0.8802051337784816,-110.66376337924169
0.880185163251355,-110.66376363064998
0.8801651926044629,-110.66376388206831
0.880145221787985,-110.66376413182402
0.8801252509015712,-110.66376438325537
0.880105279895398,-110.66376463469511
0.8800853087196527,-110.66376488447263
0.8800653374739607,-110.66376513592681
0.8800453661583474,-110.66376538905511
0.8800253946731573,-110.6637656405211
0.8800054230184148,-110.66376589033007
0.8799854512937388,-110.66376614181313
0.8799654794493331,-110.66376639330075
0.879945507435366,-110.66376664312989
0.8799255353514801,-110.66376689463463
0.8799055631478653,-110.66376714614388
0.879885590774705,-110.66376739599616
0.8798656183316325,-110.6637676475198
0.8798456457688438,-110.66376789905208
0.87982567303652,-110.66376814892698
0.8798057002342835,-110.66376840047363
0.8797857273123321,-110.66376865202619
0.8797657542208618,-110.66376890192151
0.8797457810594855,-110.66376915349112
0.8797258077784124,-110.66376940506532
0.8797058343776327,-110.66376965664912
0.8796858608571524,-110.66376990823895
0.8796658872169693,-110.66377015983481
0.8796459134072688,-110.66377040977333
0.8796259395276987,-110.66377066138357
0.8796059655284305,-110.66377091300349
0.8795859913596679,-110.6637711629637
0.8795660171210314,-110.66377141459554
0.8795460427627163,-110.66377166623595
0.8795260682348967,-110.66377191621767
0.8795060936372241,-110.66377216787373
0.8794861189198667,-110.6637724195344
0.8794661440330284,-110.6637726695378
0.87944616907634,-110.66377292121295
0.8794261939999757,-110.66377317289655
0.8794062187541383,-110.66377342292158
0.8793862434384595,-110.66377367462076
0.8793662680529414,-110.66377392799153
0.8793462924481239,-110.66377417803808
0.8793263167734786,-110.6637744297565
0.8793063409791807,-110.66377468148315
0.8792863650154191,-110.66377493155026
0.8792663889818234,-110.6637751832927
0.8792464128285956,-110.66377543504113
0.8792264365058993,-110.663775685131
0.8792064601133964,-110.66377593689265
0.8791864836012524,-110.66377618866125
0.8791665069196564,-110.66377643877524
0.8791465301682492,-110.66377669055844
0.8791265532972344,-110.66377694235001
0.8791065762567583,-110.66377719248322
0.8790865991464901,-110.66377744428786
0.8790666219166043,-110.66377769609988
0.8790466445172858,-110.66377794625448
0.8790266670979945,-110.6637781997503
0.8790066895092875,-110.66377845158526
0.8789867117511247,-110.6637787017602
0.8789667339231956,-110.66377895360934
0.8789467559756617,-110.66377920546718
0.8789267778587032,-110.66377945566504
0.8789067996719838,-110.66377970753473
0.8788868213656573,-110.66377995941147
0.8788668428899201,-110.66378020963089
0.8788468643444262,-110.66378046152344
0.8788268856793403,-110.66378071342179
