Time (EST),RA (Deg),Dec (Deg),Az (Deg),Alt (Deg),Distance (Km),Radiant Flux (W),Counts,Airmass
2024-08-22 15:40:18-04:00,35.19524294110242,9.151199821137316,327.42638068614946,-36.10166336715498,8206.966679066734,0.0,0.0,-1.6973146276095097
2024-08-22 15:40:18.500000-04:00,35.218145066309965,9.15560618234946,327.40565735490964,-36.08896541865919,8204.85413466647,0.0,0.0,-1.6978285542104194
2024-08-22 15:40:19-04:00,35.241054660469175,9.160003039341607,327.38492866059823,-36.07626852511572,8202.741500859871,0.0,0.0,-1.6983428317939662
2024-08-22 15:40:19.500000-04:00,35.263971725255395,9.16439038326729,327.364194595264,-36.06357268833749,8200.628778207292,0.0,0.0,-1.6988574605948799
2024-08-22 15:40:20-04:00,35.28689626234148,9.168768205273194,327.34345515094634,-36.05087791013614,8198.515967269033,0.0,0.0,-1.6993724408480915
2024-08-22 15:40:20.500000-04:00,35.309828273388916,9.17313649649815,327.3227103196892,-36.03818419232817,8196.403068606336,0.0,0.0,-1.699887772788484
2024-08-22 15:40:21-04:00,35.33276776005817,9.177495248073628,327.3019600935319,-36.02549153673113,8194.29008278075,0.0,0.0,-1.7004034566510475
2024-08-22 15:40:21.500000-04:00,35.3557147240101,9.181844451124574,327.28120446450737,-36.01279994516194,8192.177010353871,0.0,0.0,-1.7009194926709506
2024-08-22 15:40:22-04:00,35.37866916688975,9.186184096767871,327.26044342464905,-36.000109419441095,8190.063851888048,0.0,0.0,-1.7014358810833632
2024-08-22 15:40:22.500000-04:00,35.40163109034496,9.190514176113318,327.2396769659882,-35.987419961390714,8187.950607945988,0.0,0.0,-1.7019526221235382
2024-08-22 15:40:23-04:00,35.424600496017085,9.194834680263497,327.21890508055145,-35.97473157283372,8185.837279090736,0.0,0.0,-1.7024697160268454
2024-08-22 15:40:23.500000-04:00,35.447577385544086,9.199145600313603,327.19812776036457,-35.962044255595615,8183.723865885872,0.0,0.0,-1.7029871630286992
2024-08-22 15:40:24-04:00,35.47056176055318,9.203446927351541,327.1773449974485,-35.94935801150242,8181.610368895214,0.0,0.0,-1.7035049633646415
2024-08-22 15:40:24.500000-04:00,35.493553622674675,9.207738652458044,327.15655678382115,-35.93667284238174,8179.496788682975,0.0,0.0,-1.7040231172702958
2024-08-22 15:40:25-04:00,35.51655297352959,9.21202076670629,327.1357631115007,-35.923988750064254,8177.383125814033,0.0,0.0,-1.7045416249813108
2024-08-22 15:40:25.500000-04:00,35.53955981473473,9.216293261162285,327.1149639724996,-35.91130573638072,8175.269380853393,0.0,0.0,-1.705060486733479
2024-08-22 15:40:26-04:00,35.56257414789939,9.220556126884595,327.09415935883,-35.8986238031649,8173.155554366744,0.0,0.0,-1.7055797027626192
2024-08-22 15:40:26.500000-04:00,35.58559597463495,9.224809354924938,327.07334926249786,-35.88594295225024,8171.041646919834,0.0,0.0,-1.7060992733047098
2024-08-22 15:40:27-04:00,35.60862529654023,9.229052936326973,327.05253367550927,-35.87326318547375,8168.927659079149,0.0,0.0,-1.7066191985957297
