X,Y,Z
-6360.864709144713,468.82126668476724,15.43899706626808
-6362.855030566039,440.9862913127601,15.444793415007506
-6364.723548176263,413.14287416253853,15.450294115728664
-6366.470226206442,385.29154823923994,15.455499063046307
-6368.095031220011,357.43284669936764,15.460408157236465
-6369.597932113407,329.56730284065577,15.465021304240123
-6370.9789001166755,301.69545009178296,15.469338415662543
-6372.237908794017,273.8178220022149,15.473359408775844
-6373.374934044287,245.93495223210766,15.477084206520415
-6374.389954101483,218.04737454154267,15.48051273750674
-6375.282949535118,190.1556227811572,15.483644936016404
-6376.053903250628,162.26023088132914,15.486480742003486
-6376.702800489679,134.36173284226894,15.48902010109574
-6377.229628830476,106.46066272322784,15.491262964596428
-6377.634378187964,78.55755463313521,15.493209289482843
-6377.917040814046,50.65294271989918,15.494859038408729
-6378.077611297728,22.74736115979712,15.496212179706571
-6378.116086565218,-5.158655851883192,15.497268687385846
-6378.032465879986,-33.064574111676656,15.498028541134332
-6377.826750842778,-60.9698594179946,15.498491726318408
-6377.498945391588,-88.87397758138738,15.49865823398349
-6377.049055801575,-116.77639443474527,15.49852806085405
-6376.477090684959,-144.6765758435066,15.498101209333822
-6375.783060990833,-172.5739877159088,15.497377687505546
-6374.966980004979,-200.46809601321246,15.496357509131865
-6374.028863349598,-228.35836675964782,15.495040693652578
-6372.968728982995,-256.24426605374225,15.493427266185673
-6371.786597199276,-284.12526007683834,15.491517257528812
-6370.48249062793,-312.00081510449616,15.489310704156026
-6369.056434233405,-339.8703975163801,15.486807648217894
-6367.508455314623,-367.7334738064908,15.484008137540963
-6365.838583504468,-395.58951059336687,15.480912225626527
-6364.046850769211,-423.4379746302953,15.47751997164977
-6362.133291407914,-451.2783328154144,15.473831440458406
-6360.097942051724,-479.11005220244846,15.469846702572024
-6357.940841663241,-506.9326000100612,15.465565834179955
-6355.6620315357295,-534.7454436326136,15.46098891714211
-6353.261555292335,-562.548050650267,15.456116038980493
-6350.739458885252,-590.3398888391365,15.450947292887392
-6348.095790594862,-618.1204261813151,15.445482777717226
-6345.330601028758,-645.8891308755195,15.439722597986071
-6342.443943120809,-673.6454713469988,15.433666863869933
-6339.435872130173,-701.3889162574033,15.427315691202159
-6336.306445640203,-729.1189345153605,15.420669201471995
-6333.055723557352,-756.8349952865321,15.413727521821215
-6329.683768110028,-784.5365680037813,15.406490785042944
-6326.190643847401,-812.2231223773188,15.39895912957809
-6322.576417638174,-839.8941284048219,15.39113269951355
-6318.841158669294,-867.5490563816289,15.383011644577989
-6314.984938444639,-895.1873769108494,15.374596120139646
-6311.007830783631,-922.8085609135371,15.36588628720529
-6306.909911819847,-950.4120796387447,15.356882312414346
-6302.6912599995585,-977.9974046735886,15.347584368037516
-6298.351956080184,-1005.5640079537328,15.337992631972712
-6293.89208312878,-1033.111361773205,15.328107287741148
-6289.3117265204855,-1060.6389387942913,15.317928524485136
-6284.610973936832,-1088.146212057983,15.307456536963533
-6279.789915364095,-1115.6326549939365,15.296691525548272
-6274.848643091553,-1143.0977414305578,15.285633696221517
-6269.787251709754,-1170.5409456049597,15.27428326056919
-6264.605838108604,-1197.9617421735738,15.262640435777652
-6259.304501475671,-1225.3596062213244,15.250705444632796
-6253.883343294171,-1252.7340132722875,15.238478515512522
-6248.342467341063,-1280.084439299575,15.225959882382414
-6242.68197968505,-1307.4103607353832,15.213149784793575
-6236.901988684561,-1334.711254480979,15.200048467874547
-6231.002604985733,-1361.9865979164585,15.186656182330404
-6224.98394152005,-1389.235868911857,15.172973184434595
-6218.84611350254,-1416.4585458354886,15.158999736026653
-6212.589238429335,-1443.6541075650364,15.144736104506663
-6206.213436075472,-1470.822033497235,15.130182562827725
-6199.718828492619,-1497.961803557851,15.115339389492519
-6193.105540006716,-1525.0728982116511,15.10020686855025
-6186.373697215611,-1552.1547984723293,15.084785289587611
-6179.523428986626,-1579.2069859124376,15.069074947725095
-6172.554866454101,-1606.2289426733253,15.053076143610351
-6165.468143016878,-1633.2201514750343,15.036789183413592
-6158.263394335739,-1660.1800956262277,15.020214378820693
-6150.940758330863,-1687.1082590339436,15.003352047028182
-6143.500375179025,-1714.0041262139764,14.986202510735737
-6135.942387311182,-1740.8671822998185,14.968766098142298
-6128.266939409431,-1767.6969130536374,14.951043142937342
-6120.474178404516,-1794.492804875134,14.93303398429406
-6112.564253472873,-1821.2543448118945,14.91473896686762
-6104.5373160337995,-1847.981020569107,14.896158440783237
-6096.39351974658,-1874.672320519254,14.877292761632411
-6088.133020507416,-1901.3277337124096,14.858142290464633
-6079.755976446669,-1927.946749885208,14.838707393781537
-6071.26254792567,-1954.5288594711717,14.818988443529308
-6062.652897533687,-1981.0735536103264,14.798985817091639
-6053.927190084826,-2007.5803241589276,14.778699897282882
