Lat,Lon
-0.012206850777436785,-91.02819327222113
-0.012210205868889617,-91.02819529131463
-0.012213560897622133,-91.02819731047273
-0.012216915863614685,-91.02819932969214
-0.012220270766849416,-91.0282013489769
-0.012223625607303919,-91.02820336832403
-0.012226980384970106,-91.0282053877355
-0.012230335099822328,-91.02820740720871
-0.012233689751843892,-91.02820942674684
-0.012237044341021049,-91.02821144634699
-0.012240398867332546,-91.02821346601392
-0.012243753330764523,-91.02821548573901
-0.01224710773129084,-91.028217505529
-0.01225046206890195,-91.02821952538382
-0.01225381634357825,-91.0282215453025
-0.012257170555301043,-91.02822356528095
-0.012260524704053104,-91.02822558532527
-0.012263878789818392,-91.02822760543107
-0.01226723281257589,-91.02822962560165
-0.012270586772306925,-91.02823164583425
-0.012273940669000472,-91.0282336661311
-0.012277294502634596,-91.02823568649006
-0.012280648273191625,-91.02823770691356
-0.012284001980651497,-91.02823972739897
-0.012287355625002093,-91.02824174794839
-0.012290709206218244,-91.0282437685601
-0.012294062724292346,-91.0282457892384
-0.012297416179198335,-91.02824780997472
-0.012300769570921001,-91.02824983077576
-0.012304122899444216,-91.02825185164107
-0.012307476164746357,-91.0282538725709
-0.01231082936681245,-91.02825589355972
-0.012314182505627207,-91.02825791461566
-0.012317535581170918,-91.02825993573033
-0.012320888593419961,-91.02826195691192
-0.012324241542369522,-91.02826397815325
-0.012327594427987965,-91.02826599946144
-0.012330947250265475,-91.02826802082882
-0.012334300009190016,-91.0282700422613
-0.01233765270472984,-91.028272063756
-0.012341005336877365,-91.02827408531452
-0.012344357905609263,-91.02827610693467
-0.012347710410911383,-91.02827812862198
-0.012351062852766452,-91.02828015036849
-0.012354415231153985,-91.02828217217676
-0.012357767546058038,-91.02828419405137
-0.012361119797460384,-91.02828621598805
-0.012364471985344985,-91.02828823798633
-0.012367824109688116,-91.0282902600479
-0.01237117617048265,-91.02829228217327
-0.012374528167703598,-91.02829430436142
-0.012377880101333673,-91.02829632661091
-0.012381231971357081,-91.028298348925
-0.012384583777753996,-91.02830037130063
-0.012387935520506672,-91.02830239374029
-0.012391287199600847,-91.02830441624072
-0.012394638815016018,-91.02830643880596
-0.012397990366733818,-91.02830846143301
-0.012401341854739638,-91.02831048412614
-0.012404693279013671,-91.0283125068775
-0.012408044639538781,-91.02831452969278
-0.012411395936297333,-91.02831655257201
-0.012414747169272955,-91.0283185755138
-0.012418098338446534,-91.02832059851706
-0.01242144944380018,-91.02832262158466
-0.012424800485314125,-91.02832464471336
-0.012428151462971234,-91.02832666790646
-0.012431502376760889,-91.02832869116088
-0.012434853226655915,-91.02833071447955
-0.012438204012645964,-91.02833273785907
-0.012441554734711324,-91.02833476130297
-0.012444905392829443,-91.02833678480789
-0.012448255986986328,-91.02833880837687
-0.012451606517166763,-91.02834083200739
-0.012454956983352028,-91.02834285570457
-0.012458307385516516,-91.02834487945915
-0.012461657723654727,-91.02834690327734
-0.012465007997737828,-91.02834892715975
-0.012468358207761985,-91.02835095110566
-0.012471708353695985,-91.02835297511041
-0.012475058435530963,-91.02835499918193
-0.012478408453243094,-91.02835702331221
-0.012481758406813469,-91.02835904750873
-0.012485108296233822,-91.0283610717637
-0.012488458121483217,-91.0283630960842
-0.012491807882536394,-91.02836512046605
-0.012495157579381631,-91.02836714491326
-0.012498507212003953,-91.02836916941743
-0.012501856780378438,-91.02837119398797
-0.012505206284492833,-91.02837321861935
-0.012508555724327682,-91.02837524331751
-0.012511905099868258,-91.02837726807425
-0.012515254411088807,-91.02837929289225
-0.01251860365798317,-91.02838131777564
-0.012521952840519133,-91.02838334272083
-0.012525301958695138,-91.02838536772738
-0.012528651012484964,-91.02838739279707
-0.012532000001868758,-91.02838941792733
-0.01253534892683594,-91.02839144312368
-0.012538697787362352,-91.02839346837847
-0.012542046583431951,-91.0283954936987
-0.012545395315025912,-91.02839751907841
-0.012548743982134038,-91.02839954452551
-0.012552092584729516,-91.02840157003071
-0.01255544112279797,-91.02840359559872
-0.012558789596324798,-91.02840562122775
-0.012562138005288298,-91.02840764692428
-0.012565486349672689,-91.02840967267875
-0.012568834629459603,-91.02841169849421
-0.012572182844633831,-91.02841372437636
-0.012575530995172007,-91.02841575031911
-0.012578879081062155,-91.02841777632328
-0.012582227102281688,-91.02841980239101
-0.012585575058818224,-91.02842182852078
-0.012588922950649261,-91.02842385471239
-0.012592270777762041,-91.02842588096499
-0.01259561854013582,-91.02842790728167
-0.012598966237749776,-91.02842993365876
-0.012602313870593237,-91.02843196010235
-0.012605661438642756,-91.02843398660427
-0.01260900894188734,-91.0284360131665
-0.012612356380300704,-91.02843803979279
-0.0126157037538708,-91.02844006648503
-0.012619051062580188,-91.0284420932339
-0.012622398306407163,-91.02844412004883
-0.01262574548533901,-91.02844614692233
-0.012629092599352904,-91.02844817386185
-0.012632439648436937,-91.02845020085923
-0.01263578663256759,-91.02845222792284
-0.012639133551732611,-91.02845425504489
-0.012642480405911885,-91.02845628223285
-0.012645827195085746,-91.0284583094781
